objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,redshift,plate,mjd,fiberid,class
1.23764870457767E+018,184.7651553397,0.0809857945,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,3.24388674219305E+017,0.06807999,288,52000,471,GALAXY
1.23764870457773E+018,184.8635981353,0.1434693628,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2.8801457645274E+018,0.0001359466,2558,54140,341,STAR
1.23764870457773E+018,184.8641903245,0.1434416617,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2.89141630868602E+018,0.0001580866,2568,54153,383,STAR
1.23764870457773E+018,184.8755286139,0.0330608121,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2.8801496128181E+018,-0.0001673784,2558,54140,355,STAR
1.23764870457773E+018,184.8763144388,0.1851513722,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2.88015840891112E+018,0.0006924281,2558,54140,387,STAR
1.23764870457773E+018,184.9569855343,0.1563602666,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2.88015813403321E+018,0.0003043607,2558,54140,386,STAR
1.23764870457773E+018,184.8321996544,0.0443065475,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,3.24390873242561E+017,0.1506381,288,52000,479,GALAXY
1.2376487045778E+018,184.9722152508,0.0977542414,18.90592,17.46608,16.85369,16.58687,16.41878,752,301,4,277,2.88016060793438E+018,0.0005782798,2558,54140,395,STAR
1.2376487045778E+018,184.994275094,0.1091609329,17.7019,16.76073,16.48746,16.38173,16.33654,752,301,4,277,2.88016198232391E+018,0.0007047363,2558,54140,400,STAR
1.2376487045778E+018,185.0012555109,0.0697238291,18.85351,17.97745,17.6112,17.45679,17.40576,752,301,4,277,4.3302551115551E+018,-0.0006761952,3846,55327,160,STAR
1.2376487045778E+018,185.0650695133,0.1424428942,18.75478,17.58247,17.08046,16.87063,16.75911,752,301,4,277,2.88015923354484E+018,-0.0005032555,2558,54140,390,STAR
1.2376487045778E+018,185.0859131401,0.0999538509,18.33616,17.30684,16.92903,16.78272,16.73807,752,301,4,277,2.88016115769019E+018,7.605989E-05,2558,54140,397,STAR
1.2376487045778E+018,185.0273853788,0.0953460985,19.1713,18.01316,17.42493,17.04493,16.82237,752,301,4,277,3.24395546166979E+017,0.1183854,288,52000,496,GALAXY
1.2376487045778E+018,185.0363883148,0.1766775497,19.12083,17.92189,17.18494,16.7895,16.52258,752,301,4,277,3.24400493969304E+017,0.1575296,288,52000,514,GALAXY
1.23764870457786E+018,185.1643756739,0.0743580691,17.55001,17.42367,17.35734,17.19343,16.97589,752,301,4,278,3.24401043725117E+017,2.044347,288,52000,516,QSO
1.23764870457786E+018,185.217051383,0.1551938161,18.89707,18.04519,17.7501,17.6378,17.6124,752,301,4,278,2.88017050353903E+018,0.0002502912,2558,54140,431,STAR
1.23764870457786E+018,185.1367287591,0.0715140625,19.48347,17.51522,16.31651,15.83499,15.4368,752,301,4,278,3.2439719543442E+017,0.1585163,288,52000,502,GALAXY
1.23764870457786E+018,185.230607679,0.0100995809,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,2.89138524748254E+018,0.0005767042,2568,54153,270,STAR
1.23764870457793E+018,185.3772509045,0.2008037268,17.964,16.39632,15.74191,15.4828,15.32453,752,301,4,279,2.88016802963786E+018,0.0003497983,2558,54140,422,STAR
1.23764872068497E+018,159.6249647701,-0.6207144505,19.19383,18.20278,17.90109,17.77634,17.74759,756,301,2,293,4.24595116064766E+018,-0.0002564917,3771,55544,664,STAR
1.23764872068504E+018,159.7978415575,-0.5571964656,19.19752,18.07471,17.76889,17.6148,17.49577,756,301,2,294,3.0855955361041E+017,0.02335118,274,51913,229,GALAXY
1.23764872068504E+018,159.8033022232,-0.5350386165,19.26627,18.16093,17.59907,17.2172,17.06311,756,301,2,294,3.08557354587154E+017,0.1236402,274,51913,221,GALAXY
1.23764872068504E+018,159.8475234572,-0.5342664,19.38251,17.92302,17.11018,16.66492,16.34558,756,301,2,294,3.08547733860411E+017,0.1141676,274,51913,186,GALAXY
1.23764872068511E+018,159.9393454779,-0.6091843231,19.48702,18.51823,18.18637,18.06704,18.05865,756,301,2,295,4.31560136971515E+018,0.0007902409,3833,55290,98,STAR
1.23764872068511E+018,160.0342636069,-0.4216257512,19.2634,17.67693,16.82551,16.42307,16.13864,756,301,2,295,3.08551032395295E+017,0.1330486,274,51913,198,GALAXY
1.23764872068511E+018,160.0351618702,-0.5999926686,19.31866,18.27407,17.74884,17.41618,17.24165,756,301,2,295,3.08547184104598E+017,0.07470067,274,51913,184,GALAXY
1.23764872068517E+018,160.1442090783,-0.4893297777,18.73682,17.65075,17.23958,17.07875,17.03255,756,301,2,296,3.08541686546459E+017,0.0001067668,274,51913,164,STAR
1.23764872068517E+018,160.1194050325,-0.6181300503,19.29416,17.97134,17.26079,16.86013,16.56031,756,301,2,296,3.08541411668552E+017,0.08692535,274,51913,163,GALAXY
1.23764872068524E+018,160.2275467929,-0.4331998668,19.48611,17.93822,17.21548,16.82853,16.53911,756,301,2,297,3.09705244676221E+017,0.1335348,275,51910,301,GALAXY
1.23764872068524E+018,160.2486686737,-0.5799923607,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,3.09702495897151E+017,0.1370104,275,51910,291,GALAXY
1.2376487206853E+018,160.3831150874,-0.4592352307,19.29157,17.3125,16.17862,15.70898,15.31378,756,301,2,298,3.09708818089011E+017,0.1373722,275,51910,314,GALAXY
1.2376487206853E+018,160.3848058432,-0.5867047963,19.52565,19.29625,18.95885,18.52108,18.57694,756,301,2,298,3.09699747118082E+017,0.1346428,275,51910,281,QSO
1.2376487206853E+018,160.4339517208,-0.6084814978,19.38467,18.59734,18.12431,17.74761,17.63823,756,301,2,298,3.09704969798314E+017,0.1321922,275,51910,300,GALAXY
1.2376487206853E+018,160.4436424055,-0.6005497119,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,3.0853618898832E+017,0.03641907,274,51913,144,GALAXY
1.2376487206853E+018,160.453491881,-0.6170384172,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,3.08538937767389E+017,0.1383506,274,51913,154,GALAXY
1.23764872068537E+018,160.6582066889,-0.4396039524,17.78707,16.12342,15.48934,15.2674,15.14027,756,301,2,299,2.88126341923789E+018,0.0001495263,2559,54208,311,STAR
1.23764872068543E+018,160.6754542477,-0.5597910875,17.54073,15.83706,15.15225,14.91498,14.82364,756,301,2,300,2.88126589313905E+018,0.0002366447,2559,54208,320,STAR
1.23764872068543E+018,160.7170039028,-0.6095335023,18.44119,17.54684,17.27727,17.1878,17.20361,756,301,2,300,2.88125627241231E+018,-0.0001142027,2559,54208,285,STAR
1.23764872068543E+018,160.7303545693,-0.5217402125,19.13281,17.80045,17.2643,17.07242,16.98861,756,301,2,300,2.88126424387161E+018,0.0001864681,2559,54208,314,STAR
1.23764872068543E+018,160.8121076645,-0.520466085,19.42387,18.24594,18.31933,18.40867,18.52614,756,301,2,300,2.89252296849833E+018,0.0008307828,2569,54234,313,STAR
1.23764872068543E+018,160.816637445,-0.5576737141,17.95812,16.9013,16.52805,16.39926,16.37399,756,301,2,300,2.68986071003643E+018,-7.664677E-05,2389,54213,312,STAR
1.23764872068543E+018,160.820289163,-0.5222409797,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,2.8812639689937E+018,-4.793931E-05,2559,54208,313,STAR
1.23764872068543E+018,160.7014881618,-0.445422709,19.34314,18.12056,17.55584,17.19446,16.9961,756,301,2,300,3.09694249559943E+017,0.08592108,275,51910,261,GALAXY
1.2376487206855E+018,160.8486802253,-0.6270798722,17.73398,16.84657,16.57527,16.48237,16.4738,756,301,2,301,2.88126039558091E+018,0.0007001679,2559,54208,300,STAR
1.2376487206855E+018,160.9382399607,-0.4232466184,17.37104,15.78487,14.98982,14.58674,14.25872,756,301,2,301,3.09694799315757E+017,0.03910941,275,51910,263,GALAXY
1.2376487206855E+018,160.936366044,-0.4213344129,19.51073,18.05851,17.59638,17.33996,17.29404,756,301,2,301,3.08514473633671E+017,0.03917867,274,51913,65,GALAXY
1.2376487206855E+018,160.8619387133,-0.4227349864,19.44424,18.23033,17.64066,17.2346,17.04825,756,301,2,301,3.09695898827385E+017,0.1273446,275,51910,267,GALAXY
1.2376487206855E+018,160.8788319621,-0.5841095295,19.11186,17.90859,17.40774,17.19731,17.05761,756,301,2,301,3.08515848023206E+017,0.0190457,274,51913,70,GALAXY
1.23764872068556E+018,160.9913452666,-0.507477148,18.6673,16.70426,15.81967,15.40313,15.06115,756,301,2,302,3.09695349071571E+017,0.05955937,275,51910,265,GALAXY
1.23764872068556E+018,160.99531367,-0.478531394,19.04517,17.87662,17.49664,17.37287,17.33316,756,301,2,302,3.09696173705292E+017,6.10283E-05,275,51910,268,STAR
1.23764872068556E+018,160.9977374105,-0.4689987593,17.94459,16.51015,15.8354,15.40969,15.10252,756,301,2,302,3.08515573145299E+017,0.06012432,274,51913,69,GALAXY
1.23764872068556E+018,161.0084679308,-0.5789647705,17.3725,16.25937,15.88727,15.75644,15.71021,756,301,2,302,2.88126067045882E+018,-0.0001872481,2559,54208,301,STAR
1.23764872068556E+018,161.0623438651,-0.4947149148,16.45379,15.02962,14.56318,14.40143,14.359,756,301,2,302,2.88125077485417E+018,-4.957489E-05,2559,54208,265,STAR
1.23764872068556E+018,161.090029884,-0.6124383825,19.26927,18.24939,17.96535,17.83665,17.80351,756,301,2,302,2.89250894972508E+018,0.0008991418,2569,54234,262,STAR
1.23764872068556E+018,161.094801038,-0.4520497855,17.8271,16.23793,15.67866,15.49427,15.41664,756,301,2,302,2.88125132460998E+018,-7.835384E-05,2559,54208,267,STAR
1.23764872068556E+018,161.1152429724,-0.5756334068,17.88776,16.52607,16.03367,15.85057,15.80518,756,301,2,302,2.68984861540853E+018,0.0001079826,2389,54213,268,STAR
1.23764872068556E+018,160.9911005357,-0.5613725355,19.58396,17.64963,16.73063,16.29203,15.94702,756,301,2,302,3.09691500780874E+017,0.06164807,275,51910,251,GALAXY
1.23764872068556E+018,160.9981590885,-0.5883116717,18.1781,16.13568,15.28753,14.89827,14.56479,756,301,2,302,3.085037533953E+017,0.06063098,274,51913,26,GALAXY
1.23764872068556E+018,160.9967650361,-0.5882448924,18.38625,16.39808,15.40492,14.88012,14.50048,756,301,2,302,3.09692600292502E+017,0.06067357,275,51910,255,GALAXY
1.23764872068556E+018,161.0643246513,-0.4845870136,18.77188,17.15955,16.35564,15.94145,15.65799,756,301,2,302,3.08505952418556E+017,0.0603932,274,51913,34,GALAXY
1.23764872068563E+018,161.1335287991,-0.5698572531,16.63374,15.54072,15.18744,15.06259,15.03905,756,301,2,303,2.88124967534254E+018,0.0004500991,2559,54208,261,STAR
1.23764872068563E+018,161.1805844008,-0.4563974131,17.14849,15.83151,15.35753,15.18887,15.12737,756,301,2,303,2.88125187436579E+018,0.0001615622,2559,54208,269,STAR
1.23764872068563E+018,161.2107487921,-0.4333738859,16.23113,15.20485,14.95443,14.8674,14.86301,756,301,2,303,2.88125407338905E+018,-0.0001117433,2559,54208,277,STAR
1.23764872068563E+018,161.2265355032,-0.4704636194,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,2.88125462314486E+018,0.0006572489,2559,54208,279,STAR
1.23764872068563E+018,161.2554710046,-0.5319274766,17.47383,16.41803,16.07634,15.96205,15.90247,756,301,2,303,2.88124060437161E+018,-0.0002870185,2559,54208,228,STAR
1.23764872068563E+018,161.1426397258,-0.4345740533,19.38031,18.07652,17.34212,16.86341,16.50079,756,301,2,303,3.08504303151114E+017,0.08483262,274,51913,28,GALAXY
1.23764872068563E+018,161.1642016706,-0.4344539048,19.05616,17.70945,16.99192,16.54076,16.26619,756,301,2,303,3.09698372728547E+017,0.08539017,275,51910,276,GALAXY
1.23764872068563E+018,161.1736817034,-0.5035454609,18.95158,17.47266,16.70008,16.29777,15.99012,756,301,2,303,3.09696723461106E+017,0.1161265,275,51910,270,GALAXY
1.23764872014869E+018,161.0737894752,-0.8927403404,19.11236,17.92701,17.42347,17.0868,16.83476,756,301,1,302,3.09680505664596E+017,0.03869415,275,51910,211,GALAXY
1.23764872014869E+018,161.0244718006,-0.962380281,18.86752,17.33773,16.80683,16.55789,16.38996,756,301,1,302,3.09689851513432E+017,0.02655639,275,51910,245,GALAXY
1.23764872014876E+018,161.1941228873,-1.0236239427,18.95785,18.08318,17.78178,17.65689,17.61821,756,301,1,303,2.881248300953E+018,0.0008893495,2559,54208,256,STAR
1.23764872014876E+018,161.2388139537,-0.840751357,17.80041,16.46003,15.90095,15.66963,15.53772,756,301,1,303,2.8812598458251E+018,0.0003864227,2559,54208,298,STAR
1.23764872014876E+018,161.2480302741,-0.9581667886,18.76266,17.25724,16.68513,16.47563,16.38993,756,301,1,303,2.88124940046463E+018,0.0001839804,2559,54208,260,STAR
1.23764872014882E+018,161.2734197703,-0.9966689014,16.82701,15.30022,14.73089,14.5436,14.44859,756,301,1,304,2.88124912558672E+018,3.983208E-05,2559,54208,259,STAR
1.23764872014882E+018,161.3031007263,-0.9642762864,19.01558,17.72445,17.18152,16.97813,16.85652,756,301,1,304,2.68984174346085E+018,0.0003655541,2389,54213,243,STAR
1.23764872014882E+018,161.3075532271,-1.0463615777,17.72604,17.4621,17.24036,17.21479,17.09174,756,301,1,304,4.26282041811558E+018,0.9693318,3786,55563,594,QSO
1.23764872014882E+018,161.3076232777,-0.9225295027,18.6769,17.78154,17.52458,17.42232,17.38025,756,301,1,304,2.88124500241812E+018,0.0001825866,2559,54208,244,STAR
1.23764872014882E+018,161.3506917804,-0.893119394,18.12173,16.84951,16.38322,16.20272,16.10719,756,301,1,304,2.68984201833876E+018,0.0002386696,2389,54213,244,STAR
1.23764872014882E+018,161.3585111157,-1.0200133992,18.68765,18.61862,18.59058,18.50573,18.31973,756,301,1,304,3.09681605176224E+017,2.093151,275,51910,215,QSO
1.23764872014889E+018,161.4256487037,-0.9910833268,18.82957,17.93844,17.56125,17.39783,17.33559,756,301,1,305,2.88124720144138E+018,0.0003565107,2559,54208,252,STAR
1.23764872014889E+018,161.4407033364,-0.9745331287,17.56939,16.61339,16.2723,16.13031,16.0821,756,301,1,305,2.88123565656928E+018,0.0003324815,2559,54208,210,STAR
1.23764872014889E+018,161.487169607,-0.8792574922,19.56237,17.59451,16.7141,16.29138,15.95551,756,301,1,305,3.09657965676227E+017,0.08621725,275,51910,129,GALAXY
1.23764872014889E+018,161.5643091219,-1.0178044327,19.56588,18.63518,18.09855,17.7029,17.48965,756,301,1,305,3.09656041530878E+017,0.06744873,275,51910,122,GALAXY
1.23764872014896E+018,161.5783055458,-0.8560356015,18.45709,17.05875,16.56312,16.35972,16.28534,756,301,1,306,2.88123593144719E+018,0.0002912989,2559,54208,211,STAR
1.23764872014896E+018,161.6803789167,-0.8758434422,18.0872,16.64009,16.17627,15.98626,15.92437,756,301,1,306,2.68983322224574E+018,6.274234E-05,2389,54213,212,STAR
1.23764872014896E+018,161.6933526924,-0.9236903025,18.20489,17.12961,16.79656,16.62952,16.57625,756,301,1,306,2.881236481203E+018,0.0009959292,2559,54208,213,STAR
1.23764872014896E+018,161.6351321429,-0.8557697107,19.39882,18.3913,17.85607,17.46761,17.32818,756,301,1,306,3.09660439577389E+017,0.150701,275,51910,138,GALAXY
1.23764872014902E+018,161.7379245247,-1.0158418993,17.46669,16.36004,15.87807,15.65679,15.56303,756,301,1,307,2.88121174219138E+018,0.0006956038,2559,54208,123,STAR
1.23764872014902E+018,161.7416795543,-0.9871104541,17.66388,18.01819,18.96769,18.32366,16.18336,756,301,1,307,4.26286302419115E+018,5.171339E-05,3786,55563,749,STAR
1.23764872014902E+018,161.7416467011,-0.8460293662,17.70241,17.84848,18.15799,18.38987,18.71965,756,301,1,307,2.71235616813458E+018,5.778568E-05,2409,54210,230,STAR
1.23764872014902E+018,161.7408913393,-0.9798737102,18.53678,17.96047,17.373,17.21301,17.18247,756,301,1,307,3.09659889821575E+017,0.03981317,275,51910,136,GALAXY
1.23764872014902E+018,161.8112566829,-1.020950417,19.28844,17.89368,17.29176,17.05897,16.92672,756,301,1,307,2.68981040737946E+018,-0.0001389605,2389,54213,129,STAR
1.23764872014909E+018,161.8815501275,-0.9199193011,17.5803,15.91818,15.3324,15.12888,15.04031,756,301,1,308,2.68981260640272E+018,7.933867E-05,2389,54213,137,STAR
1.23764872014909E+018,161.9354757819,-0.9505242049,17.58302,16.1223,15.61429,15.4367,15.37343,756,301,1,308,2.88121119243557E+018,0.000097362,2559,54208,121,STAR
1.23764872014909E+018,161.8843345509,-0.9444978716,18.97204,17.9849,17.66618,17.43481,17.32352,756,301,1,308,3.09644771536693E+017,0.05151358,275,51910,81,GALAXY
1.23764872014915E+018,162.0472980281,-0.8406337932,17.07819,15.49603,14.84319,14.54306,14.38931,756,301,1,309,2.88121421609254E+018,0.0005434994,2559,54208,132,STAR
1.23764872014915E+018,162.0813465385,-0.9417489129,19.43337,18.54425,18.21197,18.07626,17.99902,756,301,1,309,4.31671408762917E+018,0.0005863355,3834,56014,50,STAR
1.23764872014915E+018,162.0985839712,-0.9146763011,18.30903,17.08338,16.65224,16.48205,16.39475,756,301,1,309,2.88121449097045E+018,0.0001178469,2559,54208,133,STAR
1.23764872014915E+018,162.1200425623,-0.9630642796,18.2861,18.11478,18.14232,18.02426,18.03402,756,301,1,309,3.09636525199485E+017,1.741678,275,51910,51,QSO
1.23764872014915E+018,162.161326713,-1.0417059659,16.67229,15.52946,15.16349,15.04075,15.00277,756,301,1,309,2.88120102195301E+018,5.172362E-05,2559,54208,84,STAR
1.23764872014922E+018,162.1776309993,-1.0071174761,18.04392,16.98619,16.67233,16.54937,16.49476,756,301,1,310,2.68979858762946E+018,0.0002644813,2389,54213,86,STAR
1.23764872014922E+018,162.1997399855,-1.0146610695,18.85257,17.86745,17.55789,17.43459,17.38357,756,301,1,310,2.68979913738528E+018,-5.867006E-07,2389,54213,88,STAR
1.23764872014922E+018,162.2248112826,-0.9877487669,16.86535,15.81168,15.47238,15.32898,15.27367,756,301,1,310,2.88120212146464E+018,0.0002749185,2559,54208,88,STAR
1.23764872014922E+018,162.2465655339,-0.9185420111,17.71105,16.34725,15.83003,15.60209,15.47698,756,301,1,310,2.68979968714109E+018,-0.0004562202,2389,54213,90,STAR
1.23764872014922E+018,162.3056390153,-1.0037808293,19.18404,19.1997,19.1041,18.78402,18.68743,756,301,1,310,3.09624705449486E+017,2.006571,275,51910,8,QSO
1.23764872014922E+018,162.2042135746,-0.9873624866,17.80165,16.61996,16.1181,15.85237,15.64157,756,301,1,310,3.09633776420415E+017,0.02614697,275,51910,41,GALAXY
1.23764872014922E+018,162.2894750167,-0.9085488049,18.66761,16.83642,15.95352,15.51473,15.16474,756,301,1,310,3.10827296275589E+017,0.03804233,276,51909,287,GALAXY
1.23764872014928E+018,162.3337181796,-1.0012368251,18.45831,17.09308,16.55146,16.36101,16.27274,756,301,1,311,2.88120267122045E+018,0.0003886497,2559,54208,90,STAR
1.23764872014928E+018,162.3451997461,-0.8469054349,19.45426,17.49314,16.74405,16.50129,16.34002,756,301,1,311,2.68980051177481E+018,0.000164115,2389,54213,93,STAR
1.23764872014928E+018,162.4100525144,-0.9746699724,17.57672,16.30313,15.82177,15.6353,15.5685,756,301,1,311,2.88120184658673E+018,0.0003267333,2559,54208,87,STAR
1.23764872014928E+018,162.4063774659,-0.9071182945,18.41814,17.17549,16.63656,16.31784,16.1021,756,301,1,311,3.10825921886054E+017,0.03836371,276,51909,282,GALAXY
1.23764872014935E+018,162.4924286994,-1.037511669,19.16261,17.45277,16.81324,16.56124,16.44654,756,301,1,312,2.68978951665853E+018,7.817891E-05,2389,54213,53,STAR
1.23764872014935E+018,162.5888279543,-0.8720129298,17.37496,16.06552,15.63478,15.48339,15.42321,756,301,1,312,2.68979089104807E+018,5.264092E-05,2389,54213,58,STAR
1.23764872014935E+018,162.5862968806,-0.8738372215,18.81535,16.69037,15.70883,15.31833,14.85697,756,301,1,312,3.10830869688379E+017,0.1074627,276,51909,300,GALAXY
1.23764872014935E+018,162.5985100595,-0.9908739372,18.02848,16.65369,16.06824,15.82721,15.70943,756,301,1,312,2.68978676787947E+018,-3.757326E-05,2389,54213,43,STAR
1.23764872014935E+018,162.6110238491,-0.8908447087,17.33813,15.96866,15.49672,15.33282,15.27834,756,301,1,312,2.68979006641435E+018,-4.708583E-05,2389,54213,55,STAR
1.23764872014935E+018,162.5471496894,-1.0020565085,19.48367,18.1998,17.55522,17.15322,16.93752,756,301,1,312,3.09624430571579E+017,0.1045614,275,51910,7,GALAXY
1.23764872014941E+018,162.6673956475,-0.9009165474,16.52364,15.40187,15.08259,14.97577,14.95088,756,301,1,313,2.88119387512743E+018,0.0002630509,2559,54208,58,STAR
1.23764870512941E+018,218.7291721091,0.4581120493,16.97457,15.7859,15.32505,15.16091,15.08877,752,301,5,502,3.45758776562837E+017,-5.700218E-06,307,51663,391,STAR
1.23764870512948E+018,218.832171063,0.4757299901,16.75927,15.62012,15.041,14.71669,14.44965,752,301,5,503,3.44690050824432E+017,0.02956719,306,51637,599,GALAXY
1.23764870512955E+018,219.083276955,0.5762261733,18.70255,17.71797,17.34371,17.17482,17.1185,752,301,5,504,3.44697197650012E+017,0.000024656,306,51637,625,STAR
1.23764870512961E+018,219.1969132772,0.6279447314,19.54733,18.17471,17.46927,17.09822,16.84518,752,301,5,505,3.45768397289581E+017,0.1097059,307,51663,426,GALAXY
1.23764870512961E+018,219.1376571787,0.4328990374,19.20287,16.59277,15.70658,15.25103,14.89744,752,301,5,505,3.45768122411674E+017,0.07221484,307,51663,425,GALAXY
1.23764870512968E+018,219.2504009419,0.5647541107,19.07784,18.06951,17.70663,17.49811,17.31405,752,301,5,506,6.0353983350731E+017,0.03472417,536,52024,209,GALAXY
1.23764870512981E+018,219.5617663242,0.547663882,19.06822,17.80601,17.33803,17.16516,17.09147,752,301,5,508,3.45778018016324E+017,-0.000026612,307,51663,461,STAR
1.23764870512981E+018,219.5819711762,0.4718527393,18.56313,18.53411,18.38498,18.37235,18.3623,752,301,5,508,3.45779667283765E+017,1.257948,307,51663,467,QSO
